built_type,year_built,flour,area,condition,bathrooms,balcony,exchange,furniture,security,ceil,parking,residance,phone,floor,door,balcony_glass,ex_dormetory,inernet,id,userType,rooms,lat,lon,district,street,house_num,price
монолитный,2021,22 из 22,39,,совмещенный,лоджия,Не интересует,,охрана,2.7 м,паркинг,Sezim Qala.Baqyt,,,,,нет,,681845020,specialist,1,51.115922,71.391882,Esilyskiy_r-n,Rozy_Baglanovoy,6/2,16500000
кирпичный,2007,9 из 9,90,среднее,раздельный,лоджия,,частично,"домофон, видеонаблюдение",2.7 м,паркинг,«Восток» (Бахус),,ламинат,металлическая,да,нет,,681908728,specialist,4,51.153992056192,71.509007751504,,Mustafina,13,35000000
,2014,1 из 5,36.6,хорошее,совмещенный,,Не интересует,,,2.7 м,,,,,,,нет,,681548667,owner,1,51.170078441228,71.370728353377,Saryarka_r-n,189,9,14500000
панельный,1967,3 из 5,56,хорошее,,балкон,,,,,,,,,,,нет,,680440673,specialist,3,51.188633,71.418275,Saryarka_r-n,Iliyasa_Esenberlina,,16300000
кирпичный,2022,5 из 13,43.6,,совмещенный,лоджия,,,,3 м,,СОЗАК,,,металлическая,да,нет,,678605498,specialist,1,51.139901,71.470287,Almaty_r-n,Tauelsizdik,34/12,21000000
монолитный,2022,5 из 9,35,черновая отделка,совмещенный,балкон,,,,3 м,паркинг,ONER,,,металлическая,да,нет,,678704947,specialist,1,51.137429236945,71.383270064501,Esilyskiy_r-n,Әnet_baba,,18500000
кирпичный,2018,7 из 8,66,,2 с/у и более,,Не интересует,,,3 м,паркинг,Nura Esil,,,,,нет,,680262741,specialist,2,51.092016,71.44738,Esilyskiy_r-n,ul_38,21/1,39000000
монолитный,2002,6 из 9,130,хорошее,2 с/у и более,лоджия,,полностью,кодовый замок,3 м,,Престиж,,паркет,,да,нет,,674895009,specialist,3,51.160729052952,71.416992936283,Saryarka_r-n,Zheltoksan,1,75000000
панельный,1994,2 из 5,35,хорошее,совмещенный,лоджия,Не интересует,без мебели,,2.5 м,рядом охраняемая стоянка,,есть возможность подключения,линолеум,металлическая,да,нет,проводной,677929931,owner,1,51.202044,71.385909,Saryarka_r-n,Aspara,2/1,13200000
кирпичный,2009,2 из 10,35,,совмещенный,,Не интересует,,,3 м,паркинг,Форт Строй,,,металлическая,,нет,ADSL,681278970,owner,1,51.166268615849,71.445582646474,r-n_Baykonur,Asan_Kaygy,8,17300000
монолитный,2021,5 из 22,40,хорошее,совмещенный,балкон,Не интересует,,,2.7 м,паркинг,Sezim Qala.Baqyt,,ламинат,металлическая,да,нет,ADSL,678581780,owner,2,51.115850848212,71.392969086259,Esilyskiy_r-n,Baglanova,6,25000000
кирпичный,2018,2 из 24,38,хорошее,совмещенный,,Не интересует,,,3 м,паркинг,Manhattan,,,,,нет,,681885626,specialist,1,51.139629683703,71.385777561702,Esilyskiy_r-n,Anet_baba,13,21490000
панельный,1987,3 из 5,61,хорошее,раздельный,лоджия,,полностью,"решетки на окнах, домофон",2.7 м,рядом охраняемая стоянка,,отдельный,линолеум,металлическая,да,нет,через TV кабель,680651077,specialist,3,51.176105,71.403174,Saryarka_r-n,Bogenbay_Batyra,23/1,29500000
кирпичный,2014,5 из 5,36,хорошее,совмещенный,лоджия,Не интересует,частично,домофон,2.7 м,паркинг,,есть возможность подключения,ламинат,металлическая,да,нет,через TV кабель,676610371,owner,1,51.040971941726,71.430147341903,Esilyskiy_r-n,Mkr_Prigorodnyy,7,19000000
монолитный,2017,3 из 10,49,хорошее,совмещенный,лоджия,,полностью,"домофон, видеонаблюдение",3 м,,Manhattan,нет,ламинат,металлическая,да,нет,проводной,681909336,specialist,2,51.139629683703,71.385777561702,Esilyskiy_r-n,Anet_baba,13,34000000
монолитный,2011,9 из 9,100.3,,,,,,,,,,,,,,нет,,681786111,specialist,4,51.116277646597,71.418121456342,Esilyskiy_r-n,Sauran,,34500000
монолитный,2018,8 из 16,65.7,хорошее,раздельный,балкон,,,"охрана, домофон, кодовый замок, сигнализация, видеонаблюдение",3 м,паркинг,Сенатор,есть возможность подключения,ламинат,металлическая,да,нет,через TV кабель,680875692,specialist,2,51.123937490183,71.481331953851,Almaty_r-n,Koshkarbaeva,32/1,33500000
монолитный,2011,4 из 10,45.5,,,,,,,2.7 м,,Изобилие,,,,,нет,,681175206,specialist,2,51.160682725688,71.451771217981,Almaty_r-n,Tarhana,9,20500000
,2019,4 из 14,90,хорошее,2 с/у и более,лоджия,,полностью,"видеонаблюдение, видеодомофон",3 м,,Dream City,,ламинат,бронированная,,нет,,681771916,specialist,3,51.098001377424,71.426535794642,Esilyskiy_r-n,Mangilik_El,47,69000000
кирпичный,2021,7 из 12,38,хорошее,совмещенный,балкон,Не интересует,полностью,"охрана, домофон, кодовый замок, видеонаблюдение",3 м,паркинг,Alpamys,,ламинат,металлическая,да,нет,,671911836,owner,1,51.101281,71.401656,Esilyskiy_r-n,Uly_Dala,3/1,21500000
монолитный,2012,7 из 9,34,хорошее,совмещенный,балкон,,частично,,,,Достар-3,есть возможность подключения,ламинат,металлическая,да,нет,оптика,681635524,specialist,1,51.159127181859,71.505595169311,Almaty_r-n,Kayrata_Ryskulbekova,,17000000
монолитный,2022,15 из 16,42.16,,,,,,,2.7 м,,AMAN,,,,,нет,,676345948,owner,2,51.069959,71.418634,Esilyskiy_r-n,Mangilik_El,72,24000000
кирпичный,2006,13 из 14,69,хорошее,раздельный,лоджия,,полностью,домофон,2.7 м,рядом охраняемая стоянка,Аурика,отдельный,линолеум,бронированная,да,нет,оптика,677143054,owner,2,51.148122820669,71.475997521775,Almaty_r-n,Zhirentaeva,4,28000000
кирпичный,2022,7 из 9,37.1,черновая отделка,совмещенный,лоджия,Не интересует,,,3 м,паркинг,Prime Garden,,,бронированная,да,нет,,680962111,company,1,51.108414862962,71.443050970768,Esilyskiy_r-n,"​Kerey,_Zhәnіbek_handar",40,20000000
монолитный,2020,5,57,,,,Не интересует,,,3 м,паркинг,Apple City,,,,,нет,,680997574,specialist,1,51.087586011104,71.42876353873,Esilyskiy_r-n,Bokeyhana,25,34500000
монолитный,2022,6 из 12,90,черновая отделка,2 с/у и более,балкон,,,,3 м,паркинг,Bravo Family,,,,,нет,,676473066,owner,3,51.114277,71.489251,Almaty_r-n,Kaldayakova,23/2,40500000
кирпичный,2005,6 из 9,67,хорошее,раздельный,лоджия,Не интересует,,домофон,2.8 м,паркинг,Жетысу,,ламинат,металлическая,да,нет,оптика,680837048,owner,2,51.162492118118,71.435627751052,r-n_Baykonur,Imanbaevoy,8,35000000
монолитный,2022,6 из 12,100,черновая отделка,2 с/у и более,балкон и лоджия,,,"домофон, видеодомофон",3 м,паркинг,Homeland,отдельный,,бронированная,да,нет,проводной,681816134,specialist,3,51.09961955042,71.386392561679,r-n_Baykonur,Tole_bi,25/1,35999999
монолитный,2017,7 из 7,75,,2 с/у и более,лоджия,Не интересует,полностью,"видеонаблюдение, домофон",3 м,паркинг,Promenade Expo,,ламинат,бронированная,да,нет,оптика,681694994,owner,2,51.093153,71.426863,Esilyskiy_r-n,Mangilik_el,52,53000000
монолитный,2018,5 из 5,78.6,хорошее,раздельный,балкон,,частично,домофон,2.7 м,,,,линолеум,металлическая,да,нет,через TV кабель,680051024,owner,3,51.122175,71.507235,Almaty_r-n,Amanzhola_Bolekpaeva,17,29000000
монолитный,2022,2 из 18,59,черновая отделка,совмещенный,балкон,,,"домофон, сигнализация, видеонаблюдение, видеодомофон",3 м,паркинг,Озен,,,металлическая,,нет,,681235042,specialist,2,51.162059,71.404917,Saryarka_r-n,Kenesary,6/1,24900000
кирпичный,2009,3 из 5,22,,,,Не интересует,,,2.7 м,паркинг,Ырыс,,,,,нет,,681890734,owner,1,51.159167149729,71.499096022817,Almaty_r-n,Ryskulbekova,27/2,10500000
монолитный,2007,12 из 14,59,хорошее,совмещенный,лоджия,,полностью,домофон,2.7 м,паркинг,Номад,,ламинат,металлическая,да,нет,проводной,678496579,owner,2,51.123850085952,71.417891610619,Esilyskiy_r-n,Syganak,54,29000000
монолитный,2017,10 из 12,37,хорошее,,несколько балконов или лоджий,,,,2.7 м,,,,линолеум,металлическая,,нет,оптика,679675509,specialist,1,51.130092804996,71.497912802184,Almaty_r-n,prospekt_Rahimzhana_Koshkarbaeva,39,17700000
кирпичный,2022,3 из 9,70,хорошее,совмещенный,лоджия,,полностью,"решетки на окнах, охрана, домофон, кодовый замок, видеонаблюдение, видеодомофон",3 м,паркинг,Prime Garden,есть возможность подключения,ламинат,деревянная,да,нет,оптика,681874403,owner,3,51.109022717451,71.444059481357,Esilyskiy_r-n,"​Kerey,_Zhәnіbek_handar",40,55000000
кирпичный,2008,13 из 16,57.8,,совмещенный,балкон,Не интересует,,"домофон, видеонаблюдение",2.5 м,паркинг,Достар-2,,ламинат,металлическая,,нет,ADSL,681690981,specialist,2,51.157653,71.506804,Almaty_r-n,Mustafina,21/6,22500000
монолитный,2016,11 из 17,40,хорошее,,,,,домофон,,,,,,металлическая,,нет,,681896147,specialist,1,51.110313794244,71.430843089965,Esilyskiy_r-n,Turkestan,,21999999
монолитный,2011,9 из 10,138,,2 с/у и более,балкон,Не интересует,,,3 м,паркинг,Ишим,,,,,нет,оптика,680216088,specialist,3,51.119459975146,71.439634967392,Esilyskiy_r-n,Alihan_Bokeyhan,2,58500000
монолитный,2015,4 из 9,52,,совмещенный,балкон,,частично,"домофон, кодовый замок, видеонаблюдение",3 м,рядом охраняемая стоянка,Акерке,есть возможность подключения,ламинат,металлическая,да,нет,ADSL,46900752,owner,2,51.168679,71.394137,Saryarka_r-n,Shaymerdena_Kosshygululy,6/1,26000000
монолитный,2008,33 из 40,92.5,,,,Не интересует,,,2.8 м,паркинг,Северное сияние,,,,,нет,,681570587,owner,2,51.128349611945,71.422389294603,Esilyskiy_r-n,Dostyk,5,45500000
монолитный,2020,12 из 12,41.6,хорошее,совмещенный,балкон,Не интересует,,"домофон, видеонаблюдение",2.7 м,паркинг,Sezim Qala.Baqyt,,ламинат,металлическая,да,нет,оптика,676202551,owner,1,51.116171,71.39597,Esilyskiy_r-n,E-22,2,22500000
монолитный,2022,,214.33,,2 с/у и более,,,,,3 м,,Highvill Gold Ishim,,,,,,,681768679,complex,4,51.120175116684,71.456652800722,Almaty_r-n,Zhumeken_Nazhimedenov,2,203613500
кирпичный,2016,12 из 13,82,хорошее,раздельный,балкон и лоджия,,полностью,"решетки на окнах, охрана, домофон, сигнализация, видеонаблюдение",3 м,паркинг,,отдельный,паркет,металлическая,да,нет,оптика,681673955,specialist,2,51.121457,71.39729,Esilyskiy_r-n,Abikena_Bekturova,7,38500000
монолитный,2008,7 из 14,61,,,,,,,2.7 м,,Кахарман,,,,,нет,,681183914,specialist,2,51.140483069862,71.482000630348,Almaty_r-n,B__Momyshuly,14,27500000
монолитный,2020,5 из 10,70,хорошее,совмещенный,балкон,Не интересует,полностью,,3 м,паркинг,Apple City,,ламинат,металлическая,да,нет,,680331878,owner,2,51.087586011104,71.42876353873,Esilyskiy_r-n,Bokeyhana,25A,55900000
